name,brand,picture,min_price,max_price,dong_url,jia_url,dong_score,jia_score,size,type,engine,gearbox
Giulia,阿尔法・罗密欧,,37.98,97.98,,https://www.autohome.com.cn/3825/#pvareaid=6834146,,4.54,中型车,三厢,2.0T 2.9T,手自一体
Stelvio,阿尔法・罗密欧,,45.68,96.98,,https://www.autohome.com.cn/4196/#pvareaid=6834146,,4.54,中型SUV,SUV,2.0T 2.9T,手自一体
奥迪A3,奥迪,,20.31,24.97,,https://www.autohome.com.cn/3170/#pvareaid=6834146,,4.54,紧凑型车,两厢 三厢,1.4T,干式双离合
奥迪A4L,奥迪,,30.58,39.68,,https://www.autohome.com.cn/692/#pvareaid=6834146,,4.47,中型车,三厢,2.0T,湿式双离合
奥迪A6L,奥迪,,41.98,65.38,,https://www.autohome.com.cn/18/#pvareaid=6834146,,4.55,中大型车,三厢,2.0T 3.0T,湿式双离合
奥迪A6L新能源,奥迪,,50.80,50.80,,https://www.autohome.com.cn/4526/#pvareaid=6834146,,4.54,中大型车,,2.0T,
奥迪Q2L,奥迪,,21.88,26.50,,https://www.autohome.com.cn/4871/#pvareaid=6834146,,4.53,小型SUV,SUV,1.4T,干式双离合
奥迪Q2L e-tron,奥迪,,22.68,23.73,,https://www.autohome.com.cn/5240/#pvareaid=6834146,,4.50,小型SUV,,136马力,
奥迪Q3,奥迪,,27.43,35.68,,https://www.autohome.com.cn/2951/#pvareaid=6834146,,4.44,紧凑型SUV,SUV,1.4T 2.0T,湿式双离合
奥迪Q3 Sportback,奥迪,,28.73,36.18,,https://www.autohome.com.cn/5933/#pvareaid=6834146,,4.63,紧凑型SUV,SUV跨界车,1.4T 2.0T,湿式双离合
奥迪Q5L,奥迪,,39.68,48.70,,https://www.autohome.com.cn/4851/#pvareaid=6834146,,4.59,中型SUV,SUV,2.0T,湿式双离合
奥迪Q5L Sportback,奥迪,,42.68,49.99,,https://www.autohome.com.cn/5912/#pvareaid=6834146,,4.58,中型SUV,SUV跨界车,2.0T,湿式双离合
奥迪e-tron,奥迪,,54.68,64.88,,https://www.autohome.com.cn/5765/#pvareaid=6834146,,4.60,中大型SUV,,313马力,
奥迪RS 4,奥迪,,81.28,81.28,,https://www.autohome.com.cn/2733/#pvareaid=6834146,,4.50,中型车,旅行版,2.9T,手自一体
奥迪RS 5,奥迪,,83.68,85.98,,https://www.autohome.com.cn/2735/#pvareaid=6834146,,4.63,中型车,掀背 硬顶跑车,2.9T,手自一体
奥迪RS 6,奥迪,,142.88,177.39,,https://www.autohome.com.cn/2737/#pvareaid=6834146,,,中大型车,旅行版,4.0T,手自一体
奥迪RS 7,奥迪,,144.88,172.23,,https://www.autohome.com.cn/2994/#pvareaid=6834146,,,中大型车,掀背,4.0T,手自一体
奥迪RS Q8,奥迪,,146.88,184.74,,https://www.autohome.com.cn/5508/#pvareaid=6834146,,4.38,中大型SUV,SUV,4.0T,手自一体
奥迪R8,奥迪,,228.88,275.34,,https://www.autohome.com.cn/511/#pvareaid=6834146,,,跑车,硬顶跑车,5.2L,湿式双离合
博速 G级,巴博斯,,1200.00,1200.00,,https://www.autohome.com.cn/2809/#pvareaid=6834146,,,中大型SUV,SUV,4.0T,手自一体
宝骏E100,宝骏,,4.98,5.48,,https://www.autohome.com.cn/3993/#pvareaid=6834146,,4.50,微型车,,39马力,
宝骏E200,宝骏,,5.48,6.48,,https://www.autohome.com.cn/4890/#pvareaid=6834146,,4.47,微型车,,39马力,
宝骏E300,宝骏,,6.48,8.48,,https://www.autohome.com.cn/5559/#pvareaid=6834146,,4.43,微型车,,54马力,
宝骏310,宝骏,,4.09,5.29,,https://www.autohome.com.cn/4077/#pvareaid=6834146,,4.08,小型车,两厢,1.2L,手动
宝骏310W,宝骏,,5.28,7.28,,https://www.autohome.com.cn/4392/#pvareaid=6834146,,4.13,紧凑型车,旅行版,1.5L,手动 AMT
宝骏RC-5,宝骏,,5.98,10.98,,https://www.autohome.com.cn/5084/#pvareaid=6834146,,4.56,紧凑型车,掀背,1.5L 1.5T,手动 无级
宝骏Valli,宝骏,,7.98,10.58,,https://www.autohome.com.cn/6053/#pvareaid=6834146,,4.53,紧凑型车,旅行版,1.5T,手动 无级
宝骏RC-6,宝骏,,8.48,12.38,,https://www.autohome.com.cn/5336/#pvareaid=6834146,,4.55,中型车,掀背,1.5T,手动 无级
宝骏510,宝骏,,5.38,8.08,,https://www.autohome.com.cn/4166/#pvareaid=6834146,,4.58,小型SUV,SUV,1.5L,AMT 手动 无级
宝骏RS-3,宝骏,,6.38,9.88,,https://www.autohome.com.cn/5373/#pvareaid=6834146,,4.55,小型SUV,SUV,1.5L 1.5T,无级 手动
宝骏530,宝骏,,7.08,10.58,,https://www.autohome.com.cn/4587/#pvareaid=6834146,,4.53,紧凑型SUV,SUV,1.5T,无级 手动
宝骏RS-5,宝骏,,9.78,13.58,,https://www.autohome.com.cn/4908/#pvareaid=6834146,,4.53,紧凑型SUV,SUV,1.5T,无级 手动
宝骏360,宝骏,,5.98,8.08,,https://www.autohome.com.cn/4606/#pvareaid=6834146,,,紧凑型MPV,MPV,1.5L,无级 手动
宝骏730,宝骏,,6.38,10.28,,https://www.autohome.com.cn/3412/#pvareaid=6834146,,4.75,紧凑型MPV,MPV,1.5L 1.5T,手动 无级
宝骏RM-5,宝骏,,7.88,12.08,,https://www.autohome.com.cn/5342/#pvareaid=6834146,,4.51,紧凑型MPV,MPV,1.5L 1.5T,无级 手动
宝马1系,宝马,,20.58,24.68,,https://www.autohome.com.cn/4171/#pvareaid=6834146,,4.15,紧凑型车,三厢,1.5T 2.0T,湿式双离合
宝马3系,宝马,,29.39,40.59,,https://www.autohome.com.cn/66/#pvareaid=6834146,,4.14,中型车,三厢,2.0T,手自一体
宝马5系,宝马,,42.19,54.49,,https://www.autohome.com.cn/65/#pvareaid=6834146,,4.20,中大型车,三厢,2.0T,手自一体
宝马5系新能源,宝马,,49.99,53.69,,https://www.autohome.com.cn/4350/#pvareaid=6834146,,4.22,中大型车,,2.0T,
宝马X1,宝马,,27.98,33.98,,https://www.autohome.com.cn/2561/#pvareaid=6834146,,4.50,紧凑型SUV,SUV,1.5T 2.0T,湿式双离合 手自一体
宝马X1新能源,宝马,,39.98,39.98,,https://www.autohome.com.cn/4356/#pvareaid=6834146,,,紧凑型SUV,,1.5T,
宝马X2,宝马,,28.58,32.98,,https://www.autohome.com.cn/5309/#pvareaid=6834146,,4.88,紧凑型SUV,SUV,2.0T,湿式双离合 手自一体
宝马iX3,宝马,,39.99,43.99,,https://www.autohome.com.cn/5758/#pvareaid=6834146,,4.65,中型SUV,,286马力,
宝马X3,宝马,,38.98,45.78,,https://www.autohome.com.cn/4658/#pvareaid=6834146,,4.26,中型SUV,SUV,2.0T,手自一体
宝马2系,宝马,,26.38,33.98,,https://www.autohome.com.cn/3230/#pvareaid=6834146,,4.46,紧凑型车,三厢 软顶敞篷车 硬顶跑车,2.0T,手自一体 湿式双离合
宝马3系GT,宝马,,35.98,43.98,,https://www.autohome.com.cn/2963/#pvareaid=6834146,,4.38,中型车,掀背,2.0T,手自一体
宝马4系,宝马,,35.98,55.88,,https://www.autohome.com.cn/2968/#pvareaid=6834146,,,中型车,掀背 软顶敞篷车 硬顶跑车,2.0T,手自一体
宝马5系(进口),宝马,,42.39,60.39,,https://www.autohome.com.cn/202/#pvareaid=6834146,,4.40,中大型车,三厢,2.0T 3.0T,手自一体
宝马6系GT,宝马,,58.39,68.39,,https://www.autohome.com.cn/4472/#pvareaid=6834146,,4.35,中大型车,掀背,2.0T,手自一体
宝马7系,宝马,,82.80,261.20,,https://www.autohome.com.cn/153/#pvareaid=6834146,,4.50,大型车,三厢,2.0T 3.0T 4.4T ...,手自一体
宝马8系,宝马,,96.80,126.80,,https://www.autohome.com.cn/3464/#pvareaid=6834146,,4.63,大型车,三厢 软顶敞篷车 硬顶跑车,3.0T,手自一体
宝马X4,宝马,,45.59,55.29,,https://www.autohome.com.cn/3053/#pvareaid=6834146,,,中型SUV,SUV跨界车,2.0T,手自一体
宝马X5,宝马,,69.99,83.49,,https://www.autohome.com.cn/159/#pvareaid=6834146,,4.25,中大型SUV,SUV,2.0T 3.0T,手自一体
宝马X5新能源,宝马,,85.99,85.99,,https://www.autohome.com.cn/4348/#pvareaid=6834146,,,中大型SUV,,3.0T,
宝马X6,宝马,,76.69,93.19,,https://www.autohome.com.cn/587/#pvareaid=6834146,,4.38,中大型SUV,SUV跨界车,2.0T 3.0T,手自一体
宝马X7,宝马,,100.00,178.80,,https://www.autohome.com.cn/3362/#pvareaid=6834146,,4.51,大型SUV,SUV,3.0T 4.4T,手自一体
宝马2系多功能旅行车,宝马,,26.38,29.98,,https://www.autohome.com.cn/3726/#pvareaid=6834146,,4.33,紧凑型MPV,MPV,1.5T,湿式双离合
宝马Z4,宝马,,48.88,63.38,,https://www.autohome.com.cn/161/#pvareaid=6834146,,4.25,跑车,软顶敞篷车,2.0T 3.0T,手自一体
宝马M3,宝马,,84.99,89.99,,https://www.autohome.com.cn/2196/#pvareaid=6834146,,4.38,中型车,三厢,3.0T,手自一体
宝马M4,宝马,,87.99,92.99,,https://www.autohome.com.cn/3189/#pvareaid=6834146,,4.25,中型车,硬顶跑车,3.0T,手自一体
宝马M5,宝马,,143.89,143.89,,https://www.autohome.com.cn/2726/#pvareaid=6834146,,4.44,中大型车,三厢,4.4T,手自一体
宝马M8,宝马,,196.80,256.80,,https://www.autohome.com.cn/3291/#pvareaid=6834146,,4.39,大型车,三厢 硬顶跑车,4.4T,手自一体
宝马X3 M,宝马,,83.59,89.59,,https://www.autohome.com.cn/4928/#pvareaid=6834146,,4.50,中型SUV,SUV,3.0T,手自一体
宝马X4 M,宝马,,86.59,92.59,,https://www.autohome.com.cn/4929/#pvareaid=6834146,,,中型SUV,SUV跨界车,3.0T,手自一体
宝马X5 M,宝马,,143.89,143.89,,https://www.autohome.com.cn/2728/#pvareaid=6834146,,4.26,中大型SUV,SUV,4.4T,手自一体
宝马X6 M,宝马,,146.89,146.89,,https://www.autohome.com.cn/2729/#pvareaid=6834146,,4.75,中大型SUV,SUV跨界车,4.4T,手自一体
宝沃BX5,宝沃,,12.98,15.58,,https://www.autohome.com.cn/4046/#pvareaid=6834146,,4.59,紧凑型SUV,SUV,1.4T,手自一体
宝沃BX7,宝沃,,16.98,30.28,,https://www.autohome.com.cn/3913/#pvareaid=6834146,,4.54,中型SUV,SUV,2.0T,手自一体
Taycan,保时捷,,88.80,179.80,,https://www.autohome.com.cn/4867/#pvareaid=6834146,,4.56,中大型车,,408-762马力,
Panamera,保时捷,,97.30,245.80,,https://www.autohome.com.cn/703/#pvareaid=6834146,,4.38,大型车,掀背 旅行版,2.9T 4.0T,湿式双离合
Panamera新能源,保时捷,,116.80,248.30,,https://www.autohome.com.cn/4322/#pvareaid=6834146,,,大型车,,2.9T 4.0T,
Macan,保时捷,,54.50,92.50,,https://www.autohome.com.cn/2838/#pvareaid=6834146,,4.35,中型SUV,SUV,2.0T 2.9T 3.0T,湿式双离合
Cayenne,保时捷,,91.30,243.80,,https://www.autohome.com.cn/172/#pvareaid=6834146,,4.39,中大型SUV,SUV SUV跨界车,2.9T 3.0T 4.0T,手自一体
Cayenne新能源,保时捷,,86.80,93.80,,https://www.autohome.com.cn/4324/#pvareaid=6834146,,4.35,中大型SUV,,2.0T,
保时捷718,保时捷,,54.50,98.60,,https://www.autohome.com.cn/4175/#pvareaid=6834146,,3.75,跑车,软顶敞篷车 硬顶跑车,2.0T 2.5T,湿式双离合
保时捷911,保时捷,,127.80,311.45,,https://www.autohome.com.cn/162/#pvareaid=6834146,,4.25,跑车,软顶敞篷车 硬顶跑车,3.0T 3.8T,湿式双离合
北汽EC100,北汽昌河,,7.18,7.58,,https://www.autohome.com.cn/4409/#pvareaid=6834146,,,微型车,,41马力,
北汽EV2,北汽昌河,,5.58,5.98,,https://www.autohome.com.cn/5457/#pvareaid=6834146,,,微型车,,18马力,
昌河北斗星,北汽昌河,,4.39,4.49,,https://www.autohome.com.cn/4689/#pvareaid=6834146,,,微型车,两厢,1.4L,手动
昌河北斗星X5,北汽昌河,,4.89,4.99,,https://www.autohome.com.cn/5740/#pvareaid=6834146,,4.32,微型车,两厢,1.4L,手动
北汽昌河A6,北汽昌河,,5.98,6.78,,https://www.autohome.com.cn/4506/#pvareaid=6834146,,,紧凑型车,三厢,1.5L,手动
北汽EV5,北汽昌河,,10.38,11.38,,https://www.autohome.com.cn/5456/#pvareaid=6834146,,,微面,,82马力,
北汽昌河M50S,北汽昌河,,4.48,5.38,,https://www.autohome.com.cn/3640/#pvareaid=6834146,,,微面,客车,1.5L,手动
福瑞达K11S,北汽昌河,,3.94,4.93,,https://www.autohome.com.cn/5872/#pvareaid=6834146,,,微卡,货车,1.5L,手动
福瑞达K12S,北汽昌河,,4.16,4.58,,https://www.autohome.com.cn/5873/#pvareaid=6834146,,,微卡,货车,1.5L,手动
福瑞达K21,北汽昌河,,4.25,7.03,,https://www.autohome.com.cn/4141/#pvareaid=6834146,,,微卡,货车,1.5L,手动
福瑞达K22,北汽昌河,,4.48,7.05,,https://www.autohome.com.cn/4142/#pvareaid=6834146,,,微卡,货车,1.5L,手动
北京EU5,北汽绅宝,,12.99,17.19,,https://www.autohome.com.cn/5058/#pvareaid=6834146,,4.57,紧凑型车,,218马力,
北京EU5 PLUS,北汽绅宝,,12.99,14.99,,https://www.autohome.com.cn/6172/#pvareaid=6834146,,,紧凑型车,,163马力,
北京U5,北汽绅宝,,6.99,9.99,,https://www.autohome.com.cn/5652/#pvareaid=6834146,,,紧凑型车,三厢,1.5L 1.5T,手动 无级
北京EU7,北汽绅宝,,15.99,17.59,,https://www.autohome.com.cn/5189/#pvareaid=6834146,,4.57,中型车,,218马力,
北京U7,北汽绅宝,,8.79,12.29,,https://www.autohome.com.cn/4987/#pvareaid=6834146,,4.67,中型车,三厢,1.5T,无级 手动
北京EX3,北汽绅宝,,11.99,16.39,,https://www.autohome.com.cn/5021/#pvareaid=6834146,,4.31,小型SUV,,218马力,
北京X3,北汽绅宝,,5.99,8.79,,https://www.autohome.com.cn/5261/#pvareaid=6834146,,4.50,小型SUV,SUV,1.5T,手动 无级
北京EX5,北汽绅宝,,16.99,19.99,,https://www.autohome.com.cn/5022/#pvareaid=6834146,,4.50,紧凑型SUV,,218马力,
北京X5,北汽绅宝,,7.99,10.99,,https://www.autohome.com.cn/5803/#pvareaid=6834146,,,紧凑型SUV,SUV,1.5T,手动 无级
北京X7,北汽绅宝,,10.49,14.69,,https://www.autohome.com.cn/5624/#pvareaid=6834146,,4.54,紧凑型SUV,SUV,1.5T,湿式双离合 手动
北京X7 PHEV,北汽绅宝,,18.49,21.69,,https://www.autohome.com.cn/5791/#pvareaid=6834146,,,紧凑型SUV,,1.5T,
北汽大猫,北汽制造,,4.98,4.98,,https://www.autohome.com.cn/5709/#pvareaid=6834146,,,微型车,,24马力,
北汽小猫,北汽制造,,3.98,3.98,,https://www.autohome.com.cn/5587/#pvareaid=6834146,,,微型车,,24马力,
战旗,北汽制造,,8.20,9.94,,https://www.autohome.com.cn/965/#pvareaid=6834146,,,小型SUV,SUV,1.5T,手动
BJ212,北汽制造,,7.98,10.40,,https://www.autohome.com.cn/3035/#pvareaid=6834146,,4.25,小型SUV,SUV,1.5T 2.4T,手动
勇士,北汽制造,,10.48,14.19,,https://www.autohome.com.cn/622/#pvareaid=6834146,,3.76,紧凑型SUV,SUV,2.4T,手动
北汽小河马,北汽制造,,10.78,11.08,,https://www.autohome.com.cn/5887/#pvareaid=6834146,,,微面,,82马力,
勇士皮卡,北汽制造,,9.42,13.08,,https://www.autohome.com.cn/4586/#pvareaid=6834146,,,皮卡,皮卡,2.4T,手动
锐铃,北汽制造,,7.93,8.08,,https://www.autohome.com.cn/2915/#pvareaid=6834146,,,皮卡,皮卡,2.8T,手动
奔驰A级,奔驰,,21.18,26.48,,https://www.autohome.com.cn/4764/#pvareaid=6834146,,,紧凑型车,三厢,1.3T,湿式双离合
奔驰A级AMG,奔驰,,39.98,39.98,,https://www.autohome.com.cn/5217/#pvareaid=6834146,,4.41,紧凑型车,三厢,2.0T,湿式双离合
奔驰C级,奔驰,,30.78,47.48,,https://www.autohome.com.cn/588/#pvareaid=6834146,,4.29,中型车,三厢,1.5T 2.0T,手自一体
奔驰E级,奔驰,,43.99,56.29,,https://www.autohome.com.cn/197/#pvareaid=6834146,,4.39,中大型车,三厢,2.0T,手自一体
奔驰E级新能源,奔驰,,52.19,52.19,,https://www.autohome.com.cn/4768/#pvareaid=6834146,,,中大型车,,2.0T,
奔驰GLA,奔驰,,27.68,33.28,,https://www.autohome.com.cn/3248/#pvareaid=6834146,,4.47,紧凑型SUV,SUV,1.3T,湿式双离合
奔驰GLB,奔驰,,29.28,34.88,,https://www.autohome.com.cn/5348/#pvareaid=6834146,,4.39,紧凑型SUV,SUV,1.3T,湿式双离合
奔驰EQC,奔驰,,49.98,57.98,,https://www.autohome.com.cn/5232/#pvareaid=6834146,,,中型SUV,,286-408马力,
奔驰GLC,奔驰,,39.78,58.78,,https://www.autohome.com.cn/3862/#pvareaid=6834146,,4.25,中型SUV,SUV,2.0T,手自一体
奔驰V级,奔驰,,47.80,62.98,,https://www.autohome.com.cn/3823/#pvareaid=6834146,,,中大型MPV,MPV,2.0T,手自一体
威霆,奔驰,,29.38,34.78,,https://www.autohome.com.cn/2084/#pvareaid=6834146,,,中大型MPV,MPV,2.0T,手自一体
奔驰A级(进口),奔驰,,23.28,27.38,,https://www.autohome.com.cn/52/#pvareaid=6834146,,,紧凑型车,两厢,1.3T,湿式双离合
奔驰B级,奔驰,,23.98,33.18,,https://www.autohome.com.cn/398/#pvareaid=6834146,,4.38,紧凑型车,两厢,1.3T 2.0T,湿式双离合
奔驰CLA,奔驰,,29.98,38.58,,https://www.autohome.com.cn/2966/#pvareaid=6834146,,4.25,紧凑型车,三厢 旅行版,1.3T 2.0T,湿式双离合
奔驰C级(进口),奔驰,,34.68,39.28,,https://www.autohome.com.cn/56/#pvareaid=6834146,,4.16,中型车,旅行版 硬顶跑车,1.5T,手自一体
奔驰E级(进口),奔驰,,44.28,65.68,,https://www.autohome.com.cn/450/#pvareaid=6834146,,4.46,中大型车,三厢 软顶敞篷车 硬顶跑车,1.5T 2.0T,手自一体
奔驰CLS,奔驰,,57.68,78.38,,https://www.autohome.com.cn/365/#pvareaid=6834146,,4.25,中大型车,三厢,1.5T 2.0T,手自一体
奔驰S级,奔驰,,89.98,181.88,,https://www.autohome.com.cn/59/#pvareaid=6834146,,3.43,大型车,三厢,3.0T,手自一体
奔驰GLC轿跑,奔驰,,46.08,51.88,,https://www.autohome.com.cn/3339/#pvareaid=6834146,,4.55,中型SUV,SUV跨界车,2.0T,手自一体
奔驰GLE,奔驰,,69.98,88.98,,https://www.autohome.com.cn/3683/#pvareaid=6834146,,4.40,中大型SUV,SUV,2.0T 2.5T,手自一体
奔驰GLE轿跑,奔驰,,78.88,91.78,,https://www.autohome.com.cn/6207/#pvareaid=6834146,,4.28,中大型SUV,SUV跨界车,2.0T 2.5T,手自一体
奔驰GLE轿跑新能源,奔驰,,82.88,82.88,,https://www.autohome.com.cn/6208/#pvareaid=6834146,,,中大型SUV,,2.0T,
奔驰GLE新能源,奔驰,,79.98,79.98,,https://www.autohome.com.cn/4346/#pvareaid=6834146,,,中大型SUV,,2.0T,
奔驰G级,奔驰,,142.98,212.70,,https://www.autohome.com.cn/60/#pvareaid=6834146,,,中大型SUV,SUV,2.0T 4.0T,手自一体
奔驰GLS,奔驰,,102.80,132.70,,https://www.autohome.com.cn/3688/#pvareaid=6834146,,4.46,大型SUV,SUV,2.5T 3.0T,手自一体
奔驰A级AMG(进口),奔驰,,39.98,57.98,,https://www.autohome.com.cn/2842/#pvareaid=6834146,,4.20,紧凑型车,两厢,2.0T,湿式双离合
奔驰CLA AMG,奔驰,,43.98,61.18,,https://www.autohome.com.cn/2967/#pvareaid=6834146,,4.00,紧凑型车,三厢,2.0T,湿式双离合
奔驰C级AMG,奔驰,,57.38,116.08,,https://www.autohome.com.cn/2717/#pvareaid=6834146,,4.37,中型车,三厢 旅行版 硬顶跑车,3.0T 4.0T,手自一体
奔驰E级AMG,奔驰,,94.88,146.88,,https://www.autohome.com.cn/2718/#pvareaid=6834146,,,中大型车,三厢 硬顶跑车,3.0T 4.0T,手自一体
奔驰S级AMG,奔驰,,227.88,307.88,,https://www.autohome.com.cn/2197/#pvareaid=6834146,,4.75,大型车,三厢 硬顶跑车,4.0T 6.0T,手自一体
奔驰GLA AMG,奔驰,,43.98,54.48,,https://www.autohome.com.cn/3264/#pvareaid=6834146,,4.13,紧凑型SUV,SUV,2.0T,湿式双离合
奔驰GLB AMG,奔驰,,44.98,44.98,,https://www.autohome.com.cn/5038/#pvareaid=6834146,,,紧凑型SUV,SUV,2.0T,湿式双离合
奔驰GLC AMG,奔驰,,65.88,96.58,,https://www.autohome.com.cn/4074/#pvareaid=6834146,,4.40,中型SUV,SUV,3.0T 4.0T,手自一体
奔驰GLC轿跑 AMG,奔驰,,68.68,118.08,,https://www.autohome.com.cn/6210/#pvareaid=6834146,,4.07,中型SUV,SUV跨界车,3.0T 4.0T,手自一体
奔驰GLE AMG,奔驰,,98.88,146.88,,https://www.autohome.com.cn/3704/#pvareaid=6834146,,4.35,中大型SUV,SUV,3.0T,手自一体
奔驰GLE轿跑 AMG,奔驰,,102.88,102.88,,https://www.autohome.com.cn/6209/#pvareaid=6834146,,4.68,中大型SUV,SUV跨界车,3.0T,手自一体
奔驰G级AMG,奔驰,,222.88,245.88,,https://www.autohome.com.cn/2723/#pvareaid=6834146,,4.08,中大型SUV,SUV,4.0T,手自一体
AMG GT,奔驰,,98.48,368.88,,https://www.autohome.com.cn/3451/#pvareaid=6834146,,4.47,跑车,掀背 软顶敞篷车 硬顶跑车,3.0T 4.0T,湿式双离合 手自一体
迈巴赫S级,奔驰,,145.88,146.80,,https://www.autohome.com.cn/3665/#pvareaid=6834146,,4.54,大型车,三厢,3.0T,手自一体
迈巴赫GLS,奔驰,,174.00,298.00,,https://www.autohome.com.cn/5462/#pvareaid=6834146,,,大型SUV,SUV,3.0T 4.0T,手自一体
奔腾B70,奔腾,,9.99,13.99,,https://www.autohome.com.cn/466/#pvareaid=6834146,,4.56,中型车,掀背,1.5T,手动 湿式双离合
奔腾T33,奔腾,,8.59,10.59,,https://www.autohome.com.cn/5317/#pvareaid=6834146,,,小型SUV,SUV,1.2T,湿式双离合 手动
奔腾T55,奔腾,,9.89,12.69,,https://www.autohome.com.cn/5954/#pvareaid=6834146,,4.55,紧凑型SUV,SUV,1.5T,湿式双离合
奔腾T77,奔腾,,10.58,14.18,,https://www.autohome.com.cn/4800/#pvareaid=6834146,,4.50,紧凑型SUV,SUV,1.5T,湿式双离合 手动
奔腾E01,奔腾,,19.68,22.88,,https://www.autohome.com.cn/5520/#pvareaid=6834146,,,中型SUV,,190马力,
奔腾T99,奔腾,,14.99,19.19,,https://www.autohome.com.cn/5060/#pvareaid=6834146,,4.55,中大型SUV,SUV,2.0T,手自一体
奔腾NAT,奔腾,,14.58,15.18,,https://www.autohome.com.cn/6008/#pvareaid=6834146,,,中型MPV,,136马力,
LIFE,本田,,9.78,11.28,,https://www.autohome.com.cn/5842/#pvareaid=6834146,,4.32,小型车,两厢 两厢跨界车,1.5L,无级
思域,本田,,11.99,16.99,,https://www.autohome.com.cn/135/#pvareaid=6834146,,4.32,紧凑型车,两厢 三厢,1.0T 1.5T,手动 无级
享域,本田,,9.98,16.69,,https://www.autohome.com.cn/5031/#pvareaid=6834146,,4.50,紧凑型车,三厢,1.0T 1.5L,手动 无级
INSPIRE,本田,,18.28,24.98,,https://www.autohome.com.cn/4809/#pvareaid=6834146,,4.52,中型车,三厢,1.5T 2.0L,无级
本田XR-V,本田,,12.79,17.59,,https://www.autohome.com.cn/3582/#pvareaid=6834146,,4.47,小型SUV,SUV,1.5L 1.5T,手动 无级
本田CR-V,本田,,16.98,27.68,,https://www.autohome.com.cn/314/#pvareaid=6834146,,4.44,紧凑型SUV,SUV,1.5T 2.0L,手动 无级
本田CR-V新能源,本田,,27.38,29.98,,https://www.autohome.com.cn/5892/#pvareaid=6834146,,4.75,紧凑型SUV,,2.0L,
本田UR-V,本田,,24.68,32.98,,https://www.autohome.com.cn/4304/#pvareaid=6834146,,4.50,中型SUV,SUV,1.5T 2.0T,无级 手自一体
艾力绅,本田,,29.48,32.88,,https://www.autohome.com.cn/2565/#pvareaid=6834146,,4.40,中型MPV,MPV,2.0L,无级
飞度,本田,,8.18,10.88,,https://www.autohome.com.cn/81/#pvareaid=6834146,,4.48,小型车,两厢 两厢跨界车,1.5L,无级
凌派,本田,,9.98,16.98,,https://www.autohome.com.cn/3085/#pvareaid=6834146,,4.19,紧凑型车,三厢,1.0T 1.5L,无级 手动
雅阁,本田,,17.98,25.98,,https://www.autohome.com.cn/78/#pvareaid=6834146,,4.44,中型车,三厢,1.5T 2.0L,无级
缤智,本田,,12.78,17.68,,https://www.autohome.com.cn/3460/#pvareaid=6834146,,4.22,小型SUV,SUV,1.5L 1.5T,手动 无级
皓影,本田,,16.98,25.28,,https://www.autohome.com.cn/5393/#pvareaid=6834146,,4.44,紧凑型SUV,SUV,1.5T 2.0L,无级 手动
冠道,本田,,22.00,33.28,,https://www.autohome.com.cn/4102/#pvareaid=6834146,,4.47,中型SUV,SUV,1.5T 2.0T,无级 手自一体
奥德赛,本田,,22.98,37.68,,https://www.autohome.com.cn/880/#pvareaid=6834146,,4.22,中型MPV,MPV,2.0L,无级
标致408,标致,,11.97,15.97,,https://www.autohome.com.cn/987/#pvareaid=6834146,,4.55,紧凑型车,三厢,1.2T 1.6T,手自一体 湿式双离合
标致508,标致,,15.97,22.47,,https://www.autohome.com.cn/2299/#pvareaid=6834146,,4.54,中型车,三厢,1.6T 1.8T,手自一体
标致508L新能源,标致,,21.57,22.77,,https://www.autohome.com.cn/5250/#pvareaid=6834146,,4.63,中型车,,1.6T,
标致2008,标致,,10.99,14.99,,https://www.autohome.com.cn/3234/#pvareaid=6834146,,4.59,小型SUV,SUV,1.2T,湿式双离合
标致e2008,标致,,16.60,18.80,,https://www.autohome.com.cn/5529/#pvareaid=6834146,,,小型SUV,,163马力,
标致4008,标致,,16.97,23.37,,https://www.autohome.com.cn/4167/#pvareaid=6834146,,4.42,紧凑型SUV,SUV,1.6T 1.8T,手自一体
标致4008新能源,标致,,24.97,25.97,,https://www.autohome.com.cn/5414/#pvareaid=6834146,,,紧凑型SUV,,1.6T,
标致5008,标致,,18.77,26.37,,https://www.autohome.com.cn/4271/#pvareaid=6834146,,4.55,中型SUV,SUV,1.6T 1.8T,手自一体
凯越,别克,,8.39,9.99,,https://www.autohome.com.cn/875/#pvareaid=6834146,,4.56,紧凑型车,三厢,1.3L,手动 无级
威朗,别克,,15.29,18.29,,https://www.autohome.com.cn/3751/#pvareaid=6834146,,4.53,紧凑型车,三厢,1.0T 1.3T,无级 手自一体
微蓝6,别克,,16.83,22.23,,https://www.autohome.com.cn/4776/#pvareaid=6834146,,4.55,紧凑型车,,150-178马力,
英朗,别克,,11.99,12.59,,https://www.autohome.com.cn/982/#pvareaid=6834146,,4.56,紧凑型车,三厢,1.3T 1.5L,手自一体
阅朗,别克,,13.19,14.69,,https://www.autohome.com.cn/4552/#pvareaid=6834146,,4.52,紧凑型车,旅行版,1.0T 1.3T,湿式双离合 手自一体
君威,别克,,18.88,24.98,,https://www.autohome.com.cn/164/#pvareaid=6834146,,4.54,中型车,三厢,1.5T 2.0T,手自一体
君越,别克,,21.98,28.98,,https://www.autohome.com.cn/834/#pvareaid=6834146,,4.57,中型车,三厢,1.5T 2.0T,手自一体
