name,brand,picture,min_price,max_price,dong_url,jia_url,dong_score,jia_score,size,type,engine,gearbox
凯美瑞,丰田,,17.98,26.98,,https://www.autohome.com.cn/110/#pvareaid=6834146,,4.59,中型车,三厢,2.0L 2.5L,无级 手自一体
丰田C-HR,丰田,,14.18,19.08,,https://www.autohome.com.cn/4645/#pvareaid=6834146,,4.48,小型SUV,SUV,2.0L,无级
丰田C-HR EV,丰田,,22.58,24.98,,https://www.autohome.com.cn/5270/#pvareaid=6834146,,4.58,小型SUV,,204马力,
威兰达,丰田,,17.18,24.18,,https://www.autohome.com.cn/5472/#pvareaid=6834146,,4.53,紧凑型SUV,SUV,2.0L 2.5L,无级
威兰达新能源,丰田,,25.88,29.98,,https://www.autohome.com.cn/5977/#pvareaid=6834146,,,紧凑型SUV,,2.5L,
汉兰达,丰田,,23.98,34.88,,https://www.autohome.com.cn/771/#pvareaid=6834146,,4.54,中型SUV,SUV,2.0T 2.5L,手自一体 无级
威驰,丰田,,7.38,9.48,,https://www.autohome.com.cn/111/#pvareaid=6834146,,4.54,小型车,三厢,1.5L,无级 手动
威驰FS,丰田,,7.18,9.28,,https://www.autohome.com.cn/4260/#pvareaid=6834146,,4.56,小型车,两厢,1.5L,手动 无级
卡罗拉,丰田,,10.98,15.98,,https://www.autohome.com.cn/526/#pvareaid=6834146,,4.56,紧凑型车,三厢,1.2T 1.5L 1.8L,无级 手动
卡罗拉双擎E+,丰田,,20.78,23.08,,https://www.autohome.com.cn/4832/#pvareaid=6834146,,4.59,紧凑型车,,1.8L,
亚洲狮,丰田,,14.28,17.98,,https://www.autohome.com.cn/5960/#pvareaid=6834146,,4.56,紧凑型车,三厢,2.0L,无级
亚洲龙,丰田,,19.98,28.98,,https://www.autohome.com.cn/4962/#pvareaid=6834146,,4.54,中型车,三厢,2.0L 2.5L,手自一体 无级
奕泽E进擎,丰田,,22.58,25.38,,https://www.autohome.com.cn/5271/#pvareaid=6834146,,4.51,小型SUV,,204马力,
奕泽IZOA,丰田,,14.58,18.98,,https://www.autohome.com.cn/4646/#pvareaid=6834146,,4.52,小型SUV,SUV,2.0L,无级
RAV4荣放,丰田,,17.48,25.98,,https://www.autohome.com.cn/770/#pvareaid=6834146,,4.54,紧凑型SUV,SUV,2.0L 2.5L,无级
RAV4荣放双擎E+,丰田,,24.88,29.68,,https://www.autohome.com.cn/5967/#pvareaid=6834146,,4.59,紧凑型SUV,,2.5L,
柯斯达,丰田,,41.84,55.89,,https://www.autohome.com.cn/2527/#pvareaid=6834146,,,轻客,客车,4.0L,手动
埃尔法,丰田,,81.90,92.00,,https://www.autohome.com.cn/2107/#pvareaid=6834146,,4.21,中大型MPV,MPV,2.5L,无级
威尔法,丰田,,81.90,92.00,,https://www.autohome.com.cn/3718/#pvareaid=6834146,,4.51,中大型MPV,MPV,2.5L,无级
SUPRA,丰田,,49.60,62.60,,https://www.autohome.com.cn/2617/#pvareaid=6834146,,,跑车,硬顶跑车,2.0T 3.0T,手自一体
雄师F16,福迪,,5.58,9.18,,https://www.autohome.com.cn/2895/#pvareaid=6834146,,,皮卡,皮卡,2.2L 2.4L 2.8T,手动
雄师F22,福迪,,7.78,15.18,,https://www.autohome.com.cn/3754/#pvareaid=6834146,,4.53,皮卡,皮卡,1.9T 2.4L 2.8T,自动 手动
启腾EX7,福汽启腾,,16.68,16.98,,https://www.autohome.com.cn/5966/#pvareaid=6834146,,,紧凑型SUV,,82马力,
启腾EX80,福汽启腾,,4.88,5.18,,https://www.autohome.com.cn/3877/#pvareaid=6834146,,,微面,客车,1.5L,手动
启腾M70,福汽启腾,,4.68,5.18,,https://www.autohome.com.cn/3346/#pvareaid=6834146,,,微面,货车,1.5L,手动
启腾M70EV,福汽启腾,,9.58,13.58,,https://www.autohome.com.cn/4530/#pvareaid=6834146,,,微面,,82马力,
启腾N30,福汽启腾,,3.56,4.21,,https://www.autohome.com.cn/6103/#pvareaid=6834146,,,微卡,货车,1.3L,手动
启腾N50,福汽启腾,,3.88,4.78,,https://www.autohome.com.cn/6102/#pvareaid=6834146,,,微卡,货车,1.5L,手动
启腾N50EV,福汽启腾,,13.08,13.38,,https://www.autohome.com.cn/5934/#pvareaid=6834146,,,微卡,,82马力,
福克斯,福特,,10.88,15.38,,https://www.autohome.com.cn/364/#pvareaid=6834146,,4.51,紧凑型车,两厢 三厢 旅行跨界车,1.5L 1.5T,手动 手自一体 自动
福克斯Active,福特,,13.98,13.98,,https://www.autohome.com.cn/5383/#pvareaid=6834146,,4.55,紧凑型车,两厢跨界车,1.5T,手自一体
福睿斯,福特,,9.08,11.68,,https://www.autohome.com.cn/3347/#pvareaid=6834146,,4.49,紧凑型车,三厢,1.5L,手自一体
金牛座,福特,,22.89,28.89,,https://www.autohome.com.cn/3693/#pvareaid=6834146,,4.51,中型车,三厢,2.0T,手自一体
蒙迪欧,福特,,19.28,22.68,,https://www.autohome.com.cn/117/#pvareaid=6834146,,4.57,中型车,三厢,1.5T 2.0T,自动
锐际,福特,,16.98,21.88,,https://www.autohome.com.cn/5211/#pvareaid=6834146,,4.51,紧凑型SUV,SUV,2.0T,手自一体 自动
锐际新能源,福特,,20.80,20.80,,https://www.autohome.com.cn/5759/#pvareaid=6834146,,,紧凑型SUV,,1.5T,
翼虎,福特,,16.98,24.98,,https://www.autohome.com.cn/2863/#pvareaid=6834146,,4.35,紧凑型SUV,SUV,1.5T 2.0T,手自一体
锐界,福特,,22.98,30.98,,https://www.autohome.com.cn/3615/#pvareaid=6834146,,4.52,中型SUV,SUV,2.0T,自动 手自一体
探险者,福特,,30.98,39.98,,https://www.autohome.com.cn/5556/#pvareaid=6834146,,4.51,中大型SUV,SUV,2.3T,手自一体
Mustang Mach-E,福特,,26.50,37.99,,https://www.autohome.com.cn/6029/#pvareaid=6834146,,,中型SUV,,273-488马力,
Mustang,福特,,36.98,40.18,,https://www.autohome.com.cn/102/#pvareaid=6834146,,4.52,跑车,硬顶跑车,2.3T,手自一体
福特F-150,福特,,52.38,61.28,,https://www.autohome.com.cn/2353/#pvareaid=6834146,,4.49,皮卡,皮卡,3.5T,手自一体
风景V3,福田,,3.28,3.48,,https://www.autohome.com.cn/3676/#pvareaid=6834146,,,微面,客车 货车,1.0L 1.2L,手动
风景V5,福田,,3.68,5.18,,https://www.autohome.com.cn/3821/#pvareaid=6834146,,,微面,客车 货车,1.2L 1.5L,手动
风景V5新能源,福田,,12.66,12.66,,https://www.autohome.com.cn/5156/#pvareaid=6834146,,,微面,,109马力,
伽途ix5,福田,,4.49,5.09,,https://www.autohome.com.cn/3991/#pvareaid=6834146,,,微面,客车,1.2L 1.5L,手动
伽途ix7,福田,,5.39,6.59,,https://www.autohome.com.cn/3990/#pvareaid=6834146,,,微面,客车,1.5L,手动
祥菱S,福田,,4.89,5.25,,https://www.autohome.com.cn/5018/#pvareaid=6834146,,,微面,客车 货车,1.5L,手动
祥菱M,福田,,4.70,6.15,,https://www.autohome.com.cn/4893/#pvareaid=6834146,,4.75,微卡,货车,1.2L 1.5L,手动
祥菱V,福田,,4.03,5.64,,https://www.autohome.com.cn/4165/#pvareaid=6834146,,2.50,微卡,货车,1.2L 1.5L,手动
风景G5,福田,,8.33,11.13,,https://www.autohome.com.cn/5362/#pvareaid=6834146,,,轻客,客车 货车,2.0L 2.0T 2.4L,手动
风景G7,福田,,7.95,10.66,,https://www.autohome.com.cn/3440/#pvareaid=6834146,,,轻客,客车 货车,2.0T 2.4L,手动
风景G9,福田,,10.55,13.81,,https://www.autohome.com.cn/4035/#pvareaid=6834146,,,轻客,客车 货车,2.4L 2.8T,手动
风景智蓝,福田,,22.88,22.98,,https://www.autohome.com.cn/6292/#pvareaid=6834146,,,轻客,,116马力,
福田风景,福田,,5.63,9.52,,https://www.autohome.com.cn/2535/#pvareaid=6834146,,4.38,轻客,客车,2.0L 2.2L 2.5T ...,手动
蒙派克E,福田,,7.46,10.85,,https://www.autohome.com.cn/2542/#pvareaid=6834146,,4.45,轻客,客车,2.0L 2.4L,手动
蒙派克S,福田,,13.90,17.25,,https://www.autohome.com.cn/3089/#pvareaid=6834146,,,轻客,客车,2.4L 2.8T,手动
图雅诺,福田,,9.57,22.98,,https://www.autohome.com.cn/3735/#pvareaid=6834146,,4.56,轻客,客车 货车,2.0T 2.5T 2.8T,手动 自动
图雅诺智蓝,福田,,27.98,31.98,,https://www.autohome.com.cn/4612/#pvareaid=6834146,,,轻客,,136马力,
大将军,福田,,11.98,18.38,,https://www.autohome.com.cn/5781/#pvareaid=6834146,,4.57,皮卡,皮卡,2.0T 2.5T,自动 手动
福田征服者,福田,,7.78,10.28,,https://www.autohome.com.cn/5700/#pvareaid=6834146,,,皮卡,皮卡,2.0T 2.4L,手动
萨普,福田,,6.28,6.58,,https://www.autohome.com.cn/2579/#pvareaid=6834146,,,皮卡,皮卡,1.5L,手动
拓陆者,福田,,7.78,19.88,,https://www.autohome.com.cn/2577/#pvareaid=6834146,,4.49,皮卡,皮卡,2.0T 2.4L 2.8T,手动 自动
拓陆者胜途,福田,,8.88,12.28,,https://www.autohome.com.cn/5546/#pvareaid=6834146,,,皮卡,皮卡,2.0T 2.4L,手动
拓陆者驭途,福田,,10.48,16.98,,https://www.autohome.com.cn/5545/#pvareaid=6834146,,4.25,皮卡,皮卡,2.0T,手动
观致3,观致,,10.59,10.59,,https://www.autohome.com.cn/2974/#pvareaid=6834146,,4.61,紧凑型车,三厢,1.5T,无级
观致5,观致,,13.88,16.38,,https://www.autohome.com.cn/3662/#pvareaid=6834146,,4.50,紧凑型SUV,SUV,1.6T,湿式双离合
观致7,观致,,10.98,15.98,,https://www.autohome.com.cn/5733/#pvareaid=6834146,,4.54,紧凑型SUV,SUV,1.6T 1.8T,湿式双离合
传祺GA4,广汽传祺,,7.58,14.08,,https://www.autohome.com.cn/4630/#pvareaid=6834146,,4.55,紧凑型车,三厢,1.5T,手动 湿式双离合
传祺GA6,广汽传祺,,10.88,16.88,,https://www.autohome.com.cn/3349/#pvareaid=6834146,,4.55,中型车,三厢,1.5T,手自一体
传祺GA8,广汽传祺,,15.68,22.68,,https://www.autohome.com.cn/3782/#pvareaid=6834146,,4.53,中大型车,三厢,2.0T,手自一体
传祺GS3,广汽传祺,,7.88,10.28,,https://www.autohome.com.cn/3495/#pvareaid=6834146,,4.54,小型SUV,SUV,1.5T,手动 手自一体
传祺GS4,广汽传祺,,8.98,13.98,,https://www.autohome.com.cn/3691/#pvareaid=6834146,,4.57,紧凑型SUV,SUV,1.5T,手自一体 手动 湿式双离合
传祺GS4 COUPE,广汽传祺,,13.68,14.68,,https://www.autohome.com.cn/5812/#pvareaid=6834146,,4.54,紧凑型SUV,SUV跨界车,1.5T,湿式双离合
传祺GS4 PLUS,广汽传祺,,12.68,14.98,,https://www.autohome.com.cn/6270/#pvareaid=6834146,,4.13,紧凑型SUV,SUV,1.5T 2.0T,自动 手自一体
传祺GS4新能源,广汽传祺,,16.38,19.38,,https://www.autohome.com.cn/4256/#pvareaid=6834146,,,紧凑型SUV,,1.5T,
传祺GS5,广汽传祺,,12.68,16.98,,https://www.autohome.com.cn/2560/#pvareaid=6834146,,4.48,中型SUV,SUV,1.5T,手自一体
传祺GS8,广汽传祺,,15.58,26.28,,https://www.autohome.com.cn/4094/#pvareaid=6834146,,4.55,中型SUV,SUV,2.0T,手自一体 自动
传祺M6,广汽传祺,,10.98,15.98,,https://www.autohome.com.cn/4662/#pvareaid=6834146,,4.53,紧凑型MPV,MPV,1.5T,手动 湿式双离合
传祺M8,广汽传祺,,17.98,36.98,,https://www.autohome.com.cn/4174/#pvareaid=6834146,,4.57,中大型MPV,MPV,2.0T,自动
绎乐,广汽集团,,16.78,18.98,,https://www.autohome.com.cn/5953/#pvareaid=6834146,,,紧凑型车,,184马力,
广汽丰田iA5,广汽集团,,16.98,19.28,,https://www.autohome.com.cn/5372/#pvareaid=6834146,,4.52,紧凑型车,,184马力,
祺智EV,广汽集团,,12.98,13.98,,https://www.autohome.com.cn/4932/#pvareaid=6834146,,,小型SUV,,180马力,
AION S,广汽新能源,,13.96,20.58,,https://www.autohome.com.cn/5026/#pvareaid=6834146,,4.43,紧凑型车,,136-224马力,
传祺GE3,广汽新能源,,15.48,18.08,,https://www.autohome.com.cn/4291/#pvareaid=6834146,,,小型SUV,,180马力,
AION V,广汽新能源,,15.96,23.96,,https://www.autohome.com.cn/5622/#pvareaid=6834146,,4.52,紧凑型SUV,,184马力,
AION Y,广汽新能源,,10.46,14.86,,https://www.autohome.com.cn/5976/#pvareaid=6834146,,4.53,紧凑型SUV,,95-184马力,
AION LX,广汽新能源,,22.96,34.96,,https://www.autohome.com.cn/5262/#pvareaid=6834146,,4.56,中型SUV,,184-408马力,
哈弗F5,哈弗,,7.98,12.58,,https://www.autohome.com.cn/4792/#pvareaid=6834146,,4.52,紧凑型SUV,SUV,1.5T,湿式双离合 手动
哈弗F7,哈弗,,11.18,15.18,,https://www.autohome.com.cn/4898/#pvareaid=6834146,,4.33,紧凑型SUV,SUV,1.5T 2.0T,湿式双离合
哈弗F7x,哈弗,,11.99,15.49,,https://www.autohome.com.cn/4984/#pvareaid=6834146,,4.54,紧凑型SUV,SUV跨界车,1.5T 2.0T,湿式双离合
哈弗H6,哈弗,,9.80,15.49,,https://www.autohome.com.cn/2123/#pvareaid=6834146,,4.53,紧凑型SUV,SUV,1.5T 2.0T,手动 湿式双离合
哈弗M6,哈弗,,6.60,9.29,,https://www.autohome.com.cn/4485/#pvareaid=6834146,,4.49,紧凑型SUV,SUV,1.5T,湿式双离合 手动
哈弗赤兔,哈弗,,10.98,12.38,,https://www.autohome.com.cn/6048/#pvareaid=6834146,,,紧凑型SUV,SUV,1.5T,湿式双离合
哈弗初恋,哈弗,,7.89,11.29,,https://www.autohome.com.cn/5926/#pvareaid=6834146,,4.63,紧凑型SUV,SUV,1.5T,湿式双离合 手动
哈弗大狗,哈弗,,11.99,16.29,,https://www.autohome.com.cn/5770/#pvareaid=6834146,,4.55,紧凑型SUV,SUV,1.5T 2.0T,湿式双离合
哈弗H7,哈弗,,14.20,17.30,,https://www.autohome.com.cn/3074/#pvareaid=6834146,,4.30,中型SUV,SUV,2.0T,湿式双离合
哈弗H9,哈弗,,20.98,36.88,,https://www.autohome.com.cn/3298/#pvareaid=6834146,,4.53,中大型SUV,SUV,2.0T,手自一体
哈弗H2,哈弗,,7.59,9.59,,https://www.autohome.com.cn/2615/#pvareaid=6834146,,4.47,小型SUV,SUV,1.5T,湿式双离合 手动
哈弗H4,哈弗,,7.39,11.50,,https://www.autohome.com.cn/4608/#pvareaid=6834146,,4.53,紧凑型SUV,SUV,1.5T,湿式双离合 手动
哈弗H6 Coupe,哈弗,,7.99,11.90,,https://www.autohome.com.cn/3481/#pvareaid=6834146,,,紧凑型SUV,SUV,1.5T,湿式双离合 手动
海格H4E,海格,,22.30,25.80,,https://www.autohome.com.cn/4131/#pvareaid=6834146,,,微面,,82马力,
海格H5C,海格,,16.53,24.68,,https://www.autohome.com.cn/2572/#pvareaid=6834146,,,轻客,客车,2.4L 2.5T 2.7L,手动
海格H5V,海格,,21.08,29.28,,https://www.autohome.com.cn/3243/#pvareaid=6834146,,,轻客,客车,2.8T,手动
海格H6C,海格,,18.98,21.08,,https://www.autohome.com.cn/3636/#pvareaid=6834146,,,轻客,客车,2.7L 2.8T,手动
海格H6V,海格,,70.80,80.80,,https://www.autohome.com.cn/3638/#pvareaid=6834146,,,轻客,,116马力,
海格H7V,海格,,20.88,20.88,,https://www.autohome.com.cn/3235/#pvareaid=6834146,,,轻客,客车,3.0T,手动
龙威,海格,,7.28,16.58,,https://www.autohome.com.cn/3149/#pvareaid=6834146,,3.90,皮卡,皮卡,2.4L 2.8T,手动 AMT 自动
御骏,海格,,7.18,9.28,,https://www.autohome.com.cn/2673/#pvareaid=6834146,,3.50,皮卡,皮卡,2.2L 2.8T,手动
海马爱尚EV,海马,,3.98,6.98,,https://www.autohome.com.cn/4459/#pvareaid=6834146,,,微型车,,41-54马力,
海马6P,海马,,16.28,17.58,,https://www.autohome.com.cn/5626/#pvareaid=6834146,,,紧凑型SUV,,1.2T,
海马8S,海马,,7.99,13.69,,https://www.autohome.com.cn/4770/#pvareaid=6834146,,4.56,紧凑型SUV,SUV,1.6T,湿式双离合 手动 手自一体
海马7X,海马,,12.58,14.98,,https://www.autohome.com.cn/5374/#pvareaid=6834146,,4.56,紧凑型MPV,MPV,1.5T 1.6T,手自一体
幸福e+,汉腾汽车,,5.98,6.98,,https://www.autohome.com.cn/4416/#pvareaid=6834146,,4.75,微型车,,57马力,
汉腾X5,汉腾汽车,,6.98,10.58,,https://www.autohome.com.cn/4226/#pvareaid=6834146,,,紧凑型SUV,SUV,1.5T,手动 手自一体
汉腾X5新能源,汉腾汽车,,18.98,20.98,,https://www.autohome.com.cn/4419/#pvareaid=6834146,,,紧凑型SUV,,129马力,
汉腾X7,汉腾汽车,,7.98,12.38,,https://www.autohome.com.cn/4130/#pvareaid=6834146,,4.53,紧凑型SUV,SUV,1.5T,手动 手自一体
汉腾V7,汉腾汽车,,8.19,13.59,,https://www.autohome.com.cn/4825/#pvareaid=6834146,,4.59,紧凑型MPV,MPV,1.5T,手自一体 手动
恒好EV1,恒天,,11.37,11.37,,https://www.autohome.com.cn/5007/#pvareaid=6834146,,,微面,,57马力,
恒好EV7,恒天,,11.46,11.46,,https://www.autohome.com.cn/5006/#pvareaid=6834146,,,微面,,57马力,
红旗E-QM5,红旗,,23.98,23.98,,https://www.autohome.com.cn/6002/#pvareaid=6834146,,,中型车,,136马力,
红旗H5,红旗,,14.58,19.08,,https://www.autohome.com.cn/4410/#pvareaid=6834146,,4.49,中型车,三厢,1.5T 1.8T,手自一体 湿式双离合
红旗H7,红旗,,25.28,31.78,,https://www.autohome.com.cn/2771/#pvareaid=6834146,,4.43,中大型车,三厢,1.8T 2.0T 3.0L,手自一体 湿式双离合
红旗H9,红旗,,30.98,53.98,,https://www.autohome.com.cn/5566/#pvareaid=6834146,,4.51,中大型车,三厢,2.0T 3.0T,湿式双离合
红旗E-HS3,红旗,,22.58,26.58,,https://www.autohome.com.cn/4789/#pvareaid=6834146,,,紧凑型SUV,,155-310马力,
红旗HS5,红旗,,18.38,24.98,,https://www.autohome.com.cn/5048/#pvareaid=6834146,,4.51,中型SUV,SUV,2.0T,手自一体
红旗HS7,红旗,,27.58,45.98,,https://www.autohome.com.cn/4150/#pvareaid=6834146,,4.55,中大型SUV,SUV,2.0T 3.0T,湿式双离合 手自一体
红旗E-HS9,红旗,,50.98,72.98,,https://www.autohome.com.cn/5425/#pvareaid=6834146,,4.43,大型SUV,,435-551马力,
华凯皮卡,华凯,,6.54,10.68,,https://www.autohome.com.cn/3911/#pvareaid=6834146,,,皮卡,皮卡,2.2L 2.8T,手动
瑞途,黄海,,10.28,11.18,,https://www.autohome.com.cn/4162/#pvareaid=6834146,,,轻客,客车 货车,2.0T,手动
瑞途新能源,黄海,,25.98,25.98,,https://www.autohome.com.cn/5948/#pvareaid=6834146,,,轻客,,150马力,
黄海・大牛,黄海,,8.9999,11.5999,,https://www.autohome.com.cn/6099/#pvareaid=6834146,,,皮卡,皮卡,2.4T 2.5T,手动
黄海・小牛,黄海,,5.9999,7.3999,,https://www.autohome.com.cn/6104/#pvareaid=6834146,,,皮卡,皮卡,2.4L,手动
黄海・野牛,黄海,,9.3999,11.9999,,https://www.autohome.com.cn/6105/#pvareaid=6834146,,,皮卡,皮卡,2.4T 2.5T,手动
黄海N1,黄海,,6.9888,11.1888,,https://www.autohome.com.cn/3455/#pvareaid=6834146,,4.63,皮卡,皮卡,2.4T 2.5T,手动
黄海N2,黄海,,8.7888,16.58,,https://www.autohome.com.cn/3846/#pvareaid=6834146,,,皮卡,皮卡,2.4L 2.4T 2.5T,手动
黄海N3,黄海,,10.8888,13.4888,,https://www.autohome.com.cn/4436/#pvareaid=6834146,,,皮卡,皮卡,2.4T 2.5T,手动
黄海N7,黄海,,11.6888,14.2888,,https://www.autohome.com.cn/5334/#pvareaid=6834146,,,皮卡,皮卡,2.4T 2.5T,手动
自由侠,Jeep,,12.98,18.98,,https://www.autohome.com.cn/4072/#pvareaid=6834146,,4.53,小型SUV,SUV,1.3T,干式双离合 手自一体
指南者,Jeep,,13.98,20.98,,https://www.autohome.com.cn/3845/#pvareaid=6834146,,4.52,紧凑型SUV,SUV,1.3T,手自一体 干式双离合
大指挥官,Jeep,,23.98,36.98,,https://www.autohome.com.cn/4673/#pvareaid=6834146,,4.56,中型SUV,SUV,2.0T,手自一体
大指挥官PHEV,Jeep,,30.98,33.68,,https://www.autohome.com.cn/5796/#pvareaid=6834146,,4.84,中型SUV,,2.0T,
自由光,Jeep,,17.98,31.98,,https://www.autohome.com.cn/3872/#pvareaid=6834146,,4.60,中型SUV,SUV,2.0L 2.0T,手自一体
牧马人,Jeep,,43.99,54.99,,https://www.autohome.com.cn/121/#pvareaid=6834146,,4.29,中型SUV,SUV,2.0T,手自一体
牧马人新能源,Jeep,,52.49,60.49,,https://www.autohome.com.cn/5574/#pvareaid=6834146,,,中型SUV,,2.0T,
大切诺基(进口),Jeep,,52.99,71.49,,https://www.autohome.com.cn/521/#pvareaid=6834146,,4.63,中大型SUV,SUV,3.0L 3.6L,手自一体
江淮iEV6E,江淮,,5.95,7.55,,https://www.autohome.com.cn/4088/#pvareaid=6834146,,4.67,微型车,,61-75马力,
江淮iEV7,江淮,,8.35,8.95,,https://www.autohome.com.cn/5223/#pvareaid=6834146,,,小型车,,61-68马力,
嘉悦A5,江淮,,8.48,11.58,,https://www.autohome.com.cn/5347/#pvareaid=6834146,,4.51,紧凑型车,掀背,1.5T,手动 无级
江淮iC5,江淮,,14.99,17.59,,https://www.autohome.com.cn/5531/#pvareaid=6834146,,4.67,紧凑型车,,193马力,
江淮iEVA50,江淮,,12.98,14.55,,https://www.autohome.com.cn/4628/#pvareaid=6834146,,,紧凑型车,,125-150马力,
嘉悦X4,江淮,,7.28,9.98,,https://www.autohome.com.cn/5717/#pvareaid=6834146,,4.52,小型SUV,SUV,1.5T,手动 无级
江淮iEV7S,江淮,,9.35,10.95,,https://www.autohome.com.cn/4444/#pvareaid=6834146,,,小型SUV,,116马力,
江淮iEVS4,江淮,,13.95,15.95,,https://www.autohome.com.cn/5012/#pvareaid=6834146,,4.65,小型SUV,,150马力,
瑞风S3,江淮,,6.79,8.79,,https://www.autohome.com.cn/3080/#pvareaid=6834146,,,小型SUV,SUV,1.5L,手动
瑞风S4,江淮,,7.58,9.88,,https://www.autohome.com.cn/4934/#pvareaid=6834146,,4.54,小型SUV,SUV,1.5T,手动 无级
瑞风S7,江淮,,10.98,13.98,,https://www.autohome.com.cn/4234/#pvareaid=6834146,,4.67,紧凑型SUV,SUV,1.5T,湿式双离合 手动
瑞风M3,江淮,,6.58,9.48,,https://www.autohome.com.cn/3351/#pvareaid=6834146,,4.53,紧凑型MPV,MPV,1.5T 1.8L,手动
瑞风L6 MAX,江淮,,17.28,20.88,,https://www.autohome.com.cn/5957/#pvareaid=6834146,,4.88,中大型MPV,MPV,2.0T,湿式双离合
瑞风M4,江淮,,10.38,15.48,,https://www.autohome.com.cn/4090/#pvareaid=6834146,,4.60,中大型MPV,MPV,2.0L 2.0T,手动
瑞风M5,江淮,,15.98,15.98,,https://www.autohome.com.cn/2543/#pvareaid=6834146,,,中大型MPV,MPV,2.0T,手动
星锐,江淮,,10.97,21.78,,https://www.autohome.com.cn/2569/#pvareaid=6834146,,4.56,轻客,客车 货车,1.9T 2.0T 2.2T ...,手动
悍途,江淮,,12.98,18.88,,https://www.autohome.com.cn/5829/#pvareaid=6834146,,4.88,皮卡,皮卡,2.0T,手动
江淮T6,江淮,,8.68,13.48,,https://www.autohome.com.cn/3546/#pvareaid=6834146,,4.53,皮卡,皮卡,2.0L 2.0T 2.4T,手动
江淮T8,江淮,,8.88,16.28,,https://www.autohome.com.cn/4847/#pvareaid=6834146,,4.54,皮卡,货车 皮卡,2.0L 2.0T 2.4T,手动
江淮V7,江淮,,7.18,8.38,,https://www.autohome.com.cn/4710/#pvareaid=6834146,,,皮卡,皮卡,2.0L 2.0T,手动
嘉悦X7,江淮,,8.98,11.98,,https://www.autohome.com.cn/5713/#pvareaid=6834146,,4.54,中型SUV,SUV,1.5T,手动 湿式双离合
特顺,江铃,,9.58,13.90,,https://www.autohome.com.cn/4209/#pvareaid=6834146,,4.53,轻客,客车 货车,2.8T,手动
特顺新能源,江铃,,20.60,24.68,,https://www.autohome.com.cn/4922/#pvareaid=6834146,,,轻客,,163马力,
宝典,江铃,,8.28,10.93,,https://www.autohome.com.cn/2514/#pvareaid=6834146,,4.57,皮卡,皮卡,1.8T 2.5T,手动
域虎7,江铃,,10.78,14.63,,https://www.autohome.com.cn/2860/#pvareaid=6834146,,4.50,皮卡,皮卡,2.0T,自动 手动
域虎9,江铃,,13.48,21.18,,https://www.autohome.com.cn/5260/#pvareaid=6834146,,4.50,皮卡,皮卡,2.0T,手动 自动
域虎EV,江铃,,30.98,32.98,,https://www.autohome.com.cn/4995/#pvareaid=6834146,,,皮卡,,163马力,
骐铃T100,江铃集团轻汽,,5.28,7.18,,https://www.autohome.com.cn/4493/#pvareaid=6834146,,,皮卡,皮卡,2.2L 2.8T,手动
骐铃T7,江铃集团轻汽,,7.78,11.38,,https://www.autohome.com.cn/3639/#pvareaid=6834146,,,皮卡,皮卡,2.0T 2.2L 2.8T,手动
捷豹XEL,捷豹,,28.98,38.08,,https://www.autohome.com.cn/4462/#pvareaid=6834146,,4.48,中型车,三厢,2.0T,手自一体
捷豹XFL,捷豹,,37.58,57.88,,https://www.autohome.com.cn/4083/#pvareaid=6834146,,4.51,中大型车,三厢,2.0T,手自一体
捷豹E-PACE,捷豹,,28.18,38.58,,https://www.autohome.com.cn/4663/#pvareaid=6834146,,4.50,紧凑型SUV,SUV,2.0T,手自一体
捷豹F-PACE,捷豹,,45.68,78.78,,https://www.autohome.com.cn/3209/#pvareaid=6834146,,4.50,中型SUV,SUV,2.0T 3.0T,手自一体
捷豹I-PACE,捷豹,,63.08,70.88,,https://www.autohome.com.cn/4251/#pvareaid=6834146,,,中型SUV,,400马力,
捷豹F-TYPE,捷豹,,58.20,91.80,,https://www.autohome.com.cn/2903/#pvareaid=6834146,,4.19,跑车,软顶敞篷车 硬顶跑车,2.0T 3.0T,手自一体
阁瑞斯,金杯,,8.88,27.78,,https://www.autohome.com.cn/2537/#pvareaid=6834146,,4.70,轻客,客车,2.0L 2.2L 2.4L ...,自动 手动
金杯大海狮,金杯,,9.48,25.28,,https://www.autohome.com.cn/2545/#pvareaid=6834146,,,轻客,客车,2.2L 2.4L 2.5T ...,手动 自动
金杯海狮,金杯,,6.18,9.38,,https://www.autohome.com.cn/2810/#pvareaid=6834146,,4.30,轻客,客车 货车,2.0L 2.2L,手动
金杯海狮王,金杯,,8.59,20.99,,https://www.autohome.com.cn/5877/#pvareaid=6834146,,4.25,轻客,客车 货车,2.0L,手动
金杯快运,金杯,,6.99,9.63,,https://www.autohome.com.cn/4237/#pvareaid=6834146,,4.57,轻客,客车,2.0L,手动
金杯F50,金杯,,7.59,9.09,,https://www.autohome.com.cn/4294/#pvareaid=6834146,,,紧凑型MPV,MPV,1.6L,手动
西部牛仔,金杯,,4.52,5.27,,https://www.autohome.com.cn/3853/#pvareaid=6834146,,,微卡,货车,1.5L,手动
大力神K5,金杯,,7.18,11.68,,https://www.autohome.com.cn/4076/#pvareaid=6834146,,,皮卡,皮卡,2.2L 2.5T,手动
金典,金杯,,5.78,6.18,,https://www.autohome.com.cn/2660/#pvareaid=6834146,,3.75,皮卡,货车 皮卡,2.2L,手动
